ProductNumber	ProductDescription	Line	ProdId	Revenue	MarginPct	ListPrice	Cost	Volume	Products
15376	52 Inch Aldrin Patio Fan	Decorative Fans	9066	9754.2	0.807750581123545	775.885581586535	149.163552174632	114	1
12851	52 Inch Acme Basics Select	NULL	273	8934.7	0.793821877517929	344.509214097037	71.030262940301	148	1
15377	52 Inch Canfield Patio Fan	Builder Fans	20084	8916.77	0.890367441540096	647.893873299317	71.030262940301	60	1
12085	52 Inch Harbour Walk Patio Fan	Decorative Fans	12945	8371.7	0.809503866314889	783.026664578916	149.163552174632	65	1
12098	54 Inch Seaside Fan	Decorative Fans	142	8152.69	0.82348383868297	877.543510565294	154.900611873656	433	1
S339010NISW	Sterling Manor-Non ES Subway	NULL	16950	8091.19	0.722464161404562	246.088325370647	68.2983297502894	78	1
12097	52 Inch Deckard Fan	Decorative Fans	10250	7752.5	0.919368944160221	880.92934168498	71.030262940301	9	1
300021AP	56 Inch Ceres Fan	NULL	17649	7147.54	0.780991290807847	349.274371793179	76.4941293203241	144	1
15360	52 Inch Valkyrie Fan	Decorative Fans	17055	6891.87	0.816535348382322	813.03701208598	149.163552174632	298	1
15439	52 Inch Sterling Manor Fan	Builder Fans	4082	6194.55	0.758093401515893	528.528258814493	127.854473292542	80	1
12374	52 Inch Sterling Manor Patio	Builder Fans	3564	6130.43	0.777420916882844	574.422679355027	127.854473292542	39	1
12331	52 Inch Monarch II Fan	Builder Fans	8804	5660.04	0.765879595902899	546.105640751903	127.854473292542	42	1
15304	52 Inch Chicago Fan	Decorative Fans	3155	5512.97	0.794002312288138	724.103041308278	149.163552174632	99	1
15333	54 Inch Kedron Fan	Builder Fans	19357	5290.77	0.789861712717821	631.831327607012	132.771953034563	46	1
12358	52 Inch Saxon Select Fan	Builder Fans	13534	5047.58	0.888329729270262	636.071377602432	71.030262940301	27	1
12003	52 Inch Canfield Fan	Builder Fans	9194	4951.54	0.774532555682039	567.064010856652	127.854473292542	158	1
15317	52 Inch Bronson Fan	Builder Fans	18180	4863.56	0.759458992932988	531.528801893322	127.854473292542	17	1
12343	52 Inch Stratmoor Fan	Builder Fans	8738	4320.33	0.750365488106968	512.166656457049	127.854473292542	968	1
11965	52 Inch Canfield Select Fan	Builder Fans	14733	4296.79	0.800623078458998	641.270174623739	127.854473292542	89	1
15461	52 Inch Saxon Premier Fan	Builder Fans	8696	4121.12	0.744910772834254	501.214711076244	127.854473292542	157	1
12351	52 Inch Sutter Place Select Fa	Builder Fans	7140	3914.89	0.794253727952833	621.41817696328	127.854473292542	78	1
300007CZ	56 Inch Rochelle Fan	NULL	1774	3824.37	0.777067446368054	343.126780158869	76.4941293203241	93	1
